video_title,video_number,video_url,phase,phase_main,phase_name,timestamp_start,timestamp_end,start_sec,end_sec,duration_sec,instrument_standardized,description,detailed_steps,instrument_used,timestamp_raw
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,5,SLM removal,SLM removal,3:11,4:40,191.0,200.0,9.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,3:11-4:40
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4B,Phacoemulsification,,3:20,3:23,200.0,203.0,3.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:20-3:23    (to 3:23)
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4C,Phacoemulsification,,3:25,4:21,205.0,216.0,11.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:25-4:21     3:25-4:21
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5,SLM removal,SLM removal,3:36,4:25,216.0,265.0,49.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,3:36-4:25
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5A,SLM removal,SLM removal,4:39,5:01,279.0,284.0,5.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,4:39-5:01
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6A,Intraocular lens implantation,Intraocular lens implantation,4:44,4:50,284.0,290.0,6.0,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula,4:44-4:50
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6C,Intraocular lens implantation,,4:51,4:55,291.0,295.0,4.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,4:51-4:55
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6D,Intraocular lens implantation,,4:57,5:05,297.0,305.0,8.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,4:57-5:05
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,5B,SLM removal,SLM removal,5:08,5:39,308.0,312.0,4.0,,SLM removal,surgeon was using BSS to remove SLM from the posterior capsule,Cannula,5:08-5:39  5:08-5:39 - surgeon was using BSS to remove SLM from the posterior capsule
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,8A,Wound closure,Wound closure,5:12,5:14,312.0,314.0,2.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,5:12-5:14 (main port)     5:40-5:57 (side ports)
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,7,Viscoelastic removal,Viscoelastic removal,5:16,5:38,316.0,338.0,22.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:16-5:38
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6A,Intraocular lens implantation,Intraocular lens implantation,5:39,5:42,339.0,342.0,3.0,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula  (viscoat cannula is a  prefilled syringe),5:39-5:42
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6C,Intraocular lens implantation,,5:45,5:55,345.0,348.0,3.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:45-5:55
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6C,Intraocular lens implantation,,5:48,6:06,348.0,361.0,13.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:48-6:06
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,8B,Wound closure,,6:01,6:11,361.0,366.0,5.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,6:01-6:11
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6D,Intraocular lens implantation,,6:06,6:17,366.0,372.0,6.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,6:06-6:17
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,6D,Intraocular lens implantation,,6:12,6:18,372.0,378.0,6.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,6:12-6:18
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,7,Viscoelastic removal,Viscoelastic removal,6:20,9:22,380.0,390.0,10.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,6:20-9:22     9:22
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8A,Wound closure,Wound closure,6:30,6:59,390.0,419.0,29.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,6:30-6:59
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,8B,Wound closure,,7:00,7:30,420.0,450.0,30.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,7:00-7:30
