image_path,video_number,timestamp,phase,phase_main,phase_name,label,label_id
images/2322_001500.jpg,2322,60.0,1-D,Wound creation,nan,Wound creation,7
images/2322_001525.jpg,2322,61.0,1-D,Wound creation,nan,Wound creation,7
images/2322_001550.jpg,2322,62.0,1-D,Wound creation,nan,Wound creation,7
images/2322_001750.jpg,2322,70.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001775.jpg,2322,71.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001800.jpg,2322,72.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001825.jpg,2322,73.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001850.jpg,2322,74.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001875.jpg,2322,75.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001900.jpg,2322,76.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001925.jpg,2322,77.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001950.jpg,2322,78.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_001975.jpg,2322,79.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002000.jpg,2322,80.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002025.jpg,2322,81.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002050.jpg,2322,82.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002075.jpg,2322,83.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002100.jpg,2322,84.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002125.jpg,2322,85.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002150.jpg,2322,86.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002175.jpg,2322,87.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002200.jpg,2322,88.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002225.jpg,2322,89.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002250.jpg,2322,90.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002275.jpg,2322,91.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002300.jpg,2322,92.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002325.jpg,2322,93.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002350.jpg,2322,94.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002375.jpg,2322,95.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002400.jpg,2322,96.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002425.jpg,2322,97.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002450.jpg,2322,98.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002475.jpg,2322,99.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002500.jpg,2322,100.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002525.jpg,2322,101.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002550.jpg,2322,102.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002575.jpg,2322,103.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002600.jpg,2322,104.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002625.jpg,2322,105.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002650.jpg,2322,106.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002675.jpg,2322,107.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002700.jpg,2322,108.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002725.jpg,2322,109.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002750.jpg,2322,110.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002775.jpg,2322,111.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002800.jpg,2322,112.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002825.jpg,2322,113.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002850.jpg,2322,114.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002875.jpg,2322,115.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002900.jpg,2322,116.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002925.jpg,2322,117.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002950.jpg,2322,118.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_002975.jpg,2322,119.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003000.jpg,2322,120.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003025.jpg,2322,121.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003050.jpg,2322,122.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003075.jpg,2322,123.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003100.jpg,2322,124.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003125.jpg,2322,125.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003150.jpg,2322,126.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003175.jpg,2322,127.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003200.jpg,2322,128.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003225.jpg,2322,129.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003250.jpg,2322,130.0,2,Capsulorhexis,Capsulorhexis,Capsulorhexis,0
images/2322_003300.jpg,2322,132.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003325.jpg,2322,133.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003350.jpg,2322,134.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003375.jpg,2322,135.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003400.jpg,2322,136.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003425.jpg,2322,137.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003450.jpg,2322,138.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003475.jpg,2322,139.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003500.jpg,2322,140.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003525.jpg,2322,141.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003550.jpg,2322,142.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003575.jpg,2322,143.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003600.jpg,2322,144.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003625.jpg,2322,145.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003650.jpg,2322,146.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003675.jpg,2322,147.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003700.jpg,2322,148.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003725.jpg,2322,149.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003750.jpg,2322,150.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003775.jpg,2322,151.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003800.jpg,2322,152.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003825.jpg,2322,153.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003850.jpg,2322,154.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003875.jpg,2322,155.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003900.jpg,2322,156.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003925.jpg,2322,157.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_003950.jpg,2322,158.0,3,Hydrodissection,Hydrodissection,Hydrodissection,1
images/2322_004600.jpg,2322,184.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004625.jpg,2322,185.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004650.jpg,2322,186.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004675.jpg,2322,187.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004700.jpg,2322,188.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004725.jpg,2322,189.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004750.jpg,2322,190.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004775.jpg,2322,191.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004800.jpg,2322,192.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004825.jpg,2322,193.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004850.jpg,2322,194.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004875.jpg,2322,195.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004900.jpg,2322,196.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004925.jpg,2322,197.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004950.jpg,2322,198.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_004975.jpg,2322,199.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005000.jpg,2322,200.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005025.jpg,2322,201.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005050.jpg,2322,202.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005075.jpg,2322,203.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005100.jpg,2322,204.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005125.jpg,2322,205.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005150.jpg,2322,206.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005175.jpg,2322,207.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005200.jpg,2322,208.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005225.jpg,2322,209.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005250.jpg,2322,210.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005275.jpg,2322,211.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005300.jpg,2322,212.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005325.jpg,2322,213.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005350.jpg,2322,214.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005375.jpg,2322,215.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005400.jpg,2322,216.0,4A,Phacoemulsification,Phacoemulsification,Phacoemulsification,3
images/2322_005450.jpg,2322,218.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005475.jpg,2322,219.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005500.jpg,2322,220.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005525.jpg,2322,221.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005550.jpg,2322,222.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005575.jpg,2322,223.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005600.jpg,2322,224.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005625.jpg,2322,225.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005650.jpg,2322,226.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005675.jpg,2322,227.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005700.jpg,2322,228.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005725.jpg,2322,229.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005750.jpg,2322,230.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005775.jpg,2322,231.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005800.jpg,2322,232.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005825.jpg,2322,233.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005850.jpg,2322,234.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005875.jpg,2322,235.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005900.jpg,2322,236.0,4B,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005950.jpg,2322,238.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_005975.jpg,2322,239.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006000.jpg,2322,240.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006025.jpg,2322,241.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006050.jpg,2322,242.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006075.jpg,2322,243.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006100.jpg,2322,244.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006125.jpg,2322,245.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006150.jpg,2322,246.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006175.jpg,2322,247.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006200.jpg,2322,248.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006225.jpg,2322,249.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006250.jpg,2322,250.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006275.jpg,2322,251.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006300.jpg,2322,252.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006325.jpg,2322,253.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006350.jpg,2322,254.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006375.jpg,2322,255.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006400.jpg,2322,256.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006425.jpg,2322,257.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006450.jpg,2322,258.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006475.jpg,2322,259.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006500.jpg,2322,260.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006525.jpg,2322,261.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006550.jpg,2322,262.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006575.jpg,2322,263.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006600.jpg,2322,264.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006625.jpg,2322,265.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006650.jpg,2322,266.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006675.jpg,2322,267.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006700.jpg,2322,268.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006725.jpg,2322,269.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006750.jpg,2322,270.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006775.jpg,2322,271.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006800.jpg,2322,272.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006825.jpg,2322,273.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006850.jpg,2322,274.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006875.jpg,2322,275.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006900.jpg,2322,276.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006925.jpg,2322,277.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006950.jpg,2322,278.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_006975.jpg,2322,279.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007000.jpg,2322,280.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007025.jpg,2322,281.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007050.jpg,2322,282.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007075.jpg,2322,283.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007100.jpg,2322,284.0,4C,Phacoemulsification,nan,Phacoemulsification,3
images/2322_007150.jpg,2322,286.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007175.jpg,2322,287.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007200.jpg,2322,288.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007225.jpg,2322,289.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007250.jpg,2322,290.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007275.jpg,2322,291.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007300.jpg,2322,292.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007325.jpg,2322,293.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007350.jpg,2322,294.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007375.jpg,2322,295.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007400.jpg,2322,296.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007425.jpg,2322,297.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007450.jpg,2322,298.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007475.jpg,2322,299.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007500.jpg,2322,300.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007525.jpg,2322,301.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007550.jpg,2322,302.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007575.jpg,2322,303.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007600.jpg,2322,304.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007625.jpg,2322,305.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007650.jpg,2322,306.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007675.jpg,2322,307.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007700.jpg,2322,308.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007725.jpg,2322,309.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007750.jpg,2322,310.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007775.jpg,2322,311.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007800.jpg,2322,312.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007825.jpg,2322,313.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007850.jpg,2322,314.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007875.jpg,2322,315.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007900.jpg,2322,316.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007925.jpg,2322,317.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007950.jpg,2322,318.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_007975.jpg,2322,319.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008000.jpg,2322,320.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008025.jpg,2322,321.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008050.jpg,2322,322.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008075.jpg,2322,323.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008100.jpg,2322,324.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008125.jpg,2322,325.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008150.jpg,2322,326.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008175.jpg,2322,327.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008200.jpg,2322,328.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008225.jpg,2322,329.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008250.jpg,2322,330.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008275.jpg,2322,331.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008300.jpg,2322,332.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008325.jpg,2322,333.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008350.jpg,2322,334.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008375.jpg,2322,335.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008400.jpg,2322,336.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008425.jpg,2322,337.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008450.jpg,2322,338.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008475.jpg,2322,339.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008500.jpg,2322,340.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008525.jpg,2322,341.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008550.jpg,2322,342.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008575.jpg,2322,343.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008600.jpg,2322,344.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008625.jpg,2322,345.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008650.jpg,2322,346.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008675.jpg,2322,347.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008700.jpg,2322,348.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008725.jpg,2322,349.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008750.jpg,2322,350.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008775.jpg,2322,351.0,5,SLM removal,SLM removal,SLM removal,4
images/2322_008800.jpg,2322,352.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008825.jpg,2322,353.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008850.jpg,2322,354.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008875.jpg,2322,355.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008900.jpg,2322,356.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008925.jpg,2322,357.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008950.jpg,2322,358.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_008975.jpg,2322,359.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_009000.jpg,2322,360.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
images/2322_009025.jpg,2322,361.0,6A,Intraocular lens implantation,Intraocular lens implantation,Intraocular lens implantation,2
