video_title,video_number,video_url,phase,phase_main,phase_name,timestamp_start,timestamp_end,start_sec,end_sec,duration_sec,instrument_standardized,description,detailed_steps,instrument_used,timestamp_raw
CataractCoach™ 2322: case 10 for this junior resident,2322,https://www.youtube.com/watch?v=UZddQoY7Fys,8C,Wound closure,,7:25,7:30,445.0,450.0,5.0,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,7:25- 7:30
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,1-A,Wound creation,Wound creation,0:12,0:14,12.0,14.0,2.0,15 degree side port blade; Conjunctiva forceps,Wound creation,Side port creation at 8-10 oc position,15 degree side port blade   +/- Conj forceps to stabilise eye,0:12-0:14
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,1-B,Wound creation,,0:18,0:21,18.0,21.0,3.0,Conjunctiva forceps; Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome   +/- Conj forceps to stabilise eye,0:18-0:21
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,1-C,Wound creation,,0:23,0:27,23.0,27.0,4.0,OVD cannula,,Viscoelastic insertion,Viscoelastic cannula,0:23-0:27
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,2,Capsulorhexis,Capsulorhexis,0:28,0:46,28.0,46.0,18.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy  Begin at 9 oc  Tear the anterior capsule clockwise  To create a round capsulorhexis  Regrasp the tearing flap at 3 and 6 oc  Around 5.5mm in diameter,Utrata forceps,0:28-0:46
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,3,Hydrodissection,Hydrodissection,0:47,0:59,47.0,59.0,12.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to separate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,BSS cannula,0:47-0:59
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,4A,Phacoemulsification,Phacoemulsification,1:07,1:50,67.0,110.0,43.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,Phacoemulsification,Phaco chop technique,"Phaco probe   Second instrument - chopper, splitter, mushroom",1:07-1:50
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,4B,Phacoemulsification,,,,,,,,,,,
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,4C,Phacoemulsification,,1:51,4:35,111.0,275.0,164.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",1:51-4:35
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,5,SLM removal,SLM removal,4:41,5:11,281.0,311.0,30.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,4:41-5:11
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,6A,Intraocular lens implantation,Intraocular lens implantation,5:11,5:15,311.0,315.0,4.0,OVD cannula,Intraocular lens implantation,Insert OVD to fill the capsular bag,OVD cannula,5:11-5:15
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,6B,Intraocular lens implantation,,5:17,5:21,317.0,321.0,4.0,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,5:17-5:21
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,6C,Intraocular lens implantation,,5:26,5:44,326.0,344.0,18.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:26-5:44
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,7,Viscoelastic removal,,5:39,5:43,339.0,343.0,4.0,Irrigation and aspiration probe,,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:39-5:43
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,8A,Wound closure,Wound closure,5:46,5:50,346.0,350.0,4.0,BSS cannula,Wound closure,Hydrate the side ports and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,5:46-5:50
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,8B,Wound closure,,5:51,6:00,351.0,360.0,9.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,5:51-6:00
CataractCoach™ 2293: case 350 with a dense cataract,2293,https://www.youtube.com/watch?v=pnLtJuoWZLA&t=14s,8C,Wound closure,,6:01,6:09,361.0,369.0,8.0,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,6:01-6:09
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-A,Wound creation,Wound creation,0:12,0:14,12.0,14.0,2.0,15 degree side port blade; Conjunctiva forceps,Wound creation,Side port creation at 8-10 oc position,15 degree side port blade   +/- Conj forceps to stabilise eye,0:12-0:14
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-B,Wound creation,,0:18,0:24,18.0,24.0,6.0,BSS cannula,,BSS insertion,BSS cannula,0:18-0:24
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-C,Wound creation,,0:25,0:35,25.0,35.0,10.0,,,Trypan blue dye (same as Vision blue dye),,0:25-0:35
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-D,Wound creation,,0:36,0:50,36.0,50.0,14.0,,,BSS insertion to flush out vision blue,,0:36-0:50
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-D,Wound creation,,1:01,1:05,61.0,65.0,4.0,Conjunctiva forceps; Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome   +/- Conj forceps to stabilise eye,1:01-1:05
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-E,Wound creation,,1:12,1:20,72.0,80.0,8.0,OVD cannula,,Viscoat insertion,Viscoat cannula,1:12-1:20
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,1-F,Wound creation,,1:21,1:40,81.0,100.0,19.0,,,Insertion of a pupil-dilating agent?,?,1:21-1:40
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,2,Capsulorhexis,Capsulorhexis,1:41,2:15,101.0,135.0,34.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy  Begin at 9 oc  Tear the anterior capsule clockwise  To create a round capsulorhexis  Regrasp the tearing flap at 3 and 6 oc  Around 5.5mm in diameter,Utrata forceps,1:41-2:15
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,3,Hydrodissection,Hydrodissection,2:16,2:40,136.0,160.0,24.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to separate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,BSS cannula,2:16-2:40
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,4A,Phacoemulsification,Phacoemulsification,2:41,3:04,161.0,184.0,23.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,"Phaco probe   Second instrument - chopper, splitter, mushroom",2:41-3:04
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,4B,Phacoemulsification,,3:05,3:10,185.0,190.0,5.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:05-3:10
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,4C,Phacoemulsification,,3:11,4:15,191.0,255.0,64.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",3:11-4:15
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,5,SLM removal,SLM removal,4:16,4:20,256.0,260.0,4.0,Conjunctiva forceps; Keratome,SLM removal,Main port creation at 3 oc position,Keratome   +/- Conj forceps to stabilise eye,4:16-4:20
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,6A,Intraocular lens implantation,Intraocular lens implantation,4:59,5:07,299.0,307.0,8.0,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula,4:59-5:07
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,6B,Intraocular lens implantation,,5:20,5:30,320.0,330.0,10.0,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,5:20-5:30
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,6C,Intraocular lens implantation,,5:31,5:37,331.0,337.0,6.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,5:31-5:37
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,6D,Intraocular lens implantation,,5:38,5:43,338.0,343.0,5.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,5:38-5:43
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,7,Viscoelastic removal,Viscoelastic removal,5:44,6:00,344.0,360.0,16.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:44-6:00
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,8A,Wound closure,Wound closure,6:02,6:30,362.0,390.0,28.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,6:02-6:30
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,8B,Wound closure,,6:31,6:38,391.0,398.0,7.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intraocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,6:31-6:38
CataractCoach 1245: tips to improve your phaco technique,1245,https://www.youtube.com/watch?v=ZUBeq-81ni8&t=29s,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,Not done
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,1-A,Wound creation,Wound creation,0:14,0:16,14.0,16.0,2.0,15 degree side port blade; Conjunctiva forceps,Wound creation,Side port creation at 8-10 oc position,15 degree side port blade   +/- Conj forceps to stabilise eye,0:14-0:16      0:19-0:21
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,1-B,Wound creation,,0:24,0:25,24.0,25.0,1.0,BSS cannula,,BSS insertion,BSS cannula,0:24-0:25
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,1-C,Wound creation,,0:38,0:39,38.0,39.0,1.0,Conjunctiva forceps; Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome   +/- Conj forceps to stabilise eye,0:38-0:39
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,1-D,Wound creation,,0:28,0:31,28.0,31.0,3.0,OVD cannula,,Viscoat insertion,Viscoat cannula,0:28-0:31
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,2,Capsulorhexis,Capsulorhexis,0:48,1:08,48.0,68.0,20.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy  Begin at 9 oc  Tear the anterior capsule clockwise  To create a round capsulorhexis  Regrasp the tearing flap at 3 and 6 oc  Around 5.5mm in diameter,Utrata forceps,0:48-1:08
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,3,Hydrodissection,Hydrodissection,1:11,1:36,71.0,96.0,25.0,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to seperate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,BSS cann ula,1:11-1:36
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,4A,Phacoemulsification,Phacoemulsification,1:38,1:44,98.0,104.0,6.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,"Phaco probe   Second instrument - chopper, splitter, mushroom",1:38-1:44
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,4B,Phacoemulsification,,1:45,1:50,105.0,110.0,5.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,"Phaco probe   Second instrument - chopper, splitter, mushroom",1:45-1:50
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,4C,Phacoemulsification,,1:51,2:47,111.0,167.0,56.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Stop and chop Switch to phaco memory 2 setting (higher vacuum) Phaco probe holds the piece and 2nd instrument chops the lens half into smaller fragments  The small fragments are removed by the phaco probe,"Phaco probe   Second instrument - chopper, splitter, mushroom",1:51-2:47
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,5,SLM removal,SLM removal,3:11,4:40,191.0,280.0,89.0,Irrigation and aspiration probe,SLM removal,Irrigation and aspiration of soft lens material with I/A Probe,Irrigation and aspiration probe,3:11-4:40
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6A,Intraocular lens implantation,Intraocular lens implantation,4:44,4:50,284.0,290.0,6.0,OVD cannula,Intraocular lens implantation,Insert viscoat to fill the capsular bag,Viscoat cannula,4:44-4:50
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6B,Intraocular lens implantation,,,,,,,Lens cartridge; Kellman forceps,,Load lens into cartridge,Lens  Lens cartridge  Kelman forceps,
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6C,Intraocular lens implantation,,4:51,4:55,291.0,295.0,4.0,Lens injector; Sinskey hook,,Use injector to insert lens into capsular bag   +/- sinksy hook to stabilise the eye and provide counter traction,Lens injector     +/- sinskey hook,4:51-4:55
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,6D,Intraocular lens implantation,,4:57,5:05,297.0,305.0,8.0,Sinskey hook,,Rotate the lens into the capsular bag,sinskey hook,4:57-5:05
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,7,Viscoelastic removal,Viscoelastic removal,5:16,5:38,316.0,338.0,22.0,Irrigation and aspiration probe,Viscoelastic removal,Use I/A probe to aspirate viscoat from bag and angles of the eye,I/A Probe,5:16-5:38
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,8A,Wound closure,Wound closure,5:12,5:14,312.0,314.0,2.0,BSS cannula,Wound closure,Hydrate the side port and main port wounds using BSS cannula  Creating a whitish haze around the sides of the wounds,BSS cannula,5:12-5:14 (main port)     5:40-5:57 (side ports)
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,8B,Wound closure,,6:01,6:11,361.0,371.0,10.0,BSS cannula,,"Check eye pressure  Use side of BSS cannula to lightly depress onto eye to assess the intra ocular pressure If too firm, release some fluid from the side or main port wound",BSS cannula,6:01-6:11
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Kveh5CD16u8,8C,Wound closure,,,,,,,,,Check the wounds to ensure they are water tight  No leakage of fluid when wounds swiped with cotton gauze swab,Cotton gauze tip,
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-A,Wound creation,Wound creation,,,,,,15 degree side port blade; Conjunctiva forceps,Wound creation,Side port creation at 8-10 oc position,15 degree side port blade   +/- Conj forceps to stabilise eye,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-B,Wound creation,,,,,,,BSS cannula,,BSS insertion,BSS cannula,Not shown
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-C,Wound creation,,0:25,0:31,25.0,31.0,6.0,Conjunctiva forceps; Keratome,,Main port wound creation - 2 or 3 plane wound insertion created temporally  2 plane insertion: Angle blade upwards slightly first then insert blade horizontally into anterior chamber,Keratome   +/- Conj forceps to stabilise eye,0:25-0:31
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,1-D,Wound creation,,0:59,1:06,59.0,66.0,7.0,OVD cannula,,Viscoat insertion,Viscoat cannula,0:59-1:06
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,2,Capsulorhexis,Capsulorhexis,1:08,1:36,68.0,96.0,28.0,Utrata forceps,Capsulorhexis,Creation of anterior capsulotomy  Begin at 9 oc  Tear the anterior capsule clockwise  To create a round capsulorhexis  Regrasp the tearing flap at 3 and 6 oc  Around 5.5mm in diameter,Utrata forceps,1:08-1:36
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,3,Hydrodissection,Hydrodissection,,,,,,BSS cannula,Hydrodissection,Insert cannula tip under anterior capsule and insert BSS to separate lens from capsule   Signs of hydrodissection Wave  Nucleus lift  Nucleus prolapse,BSS cannula,NOT DONE in this video (coach says no hydrodissection in a soft posterior polar cataract surgery)
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4A,Phacoemulsification,Phacoemulsification,2:01,2:26,121.0,146.0,25.0,Phacoemulsification probe; Splitter; Chopper; Mushroom,Phacoemulsification,Divide and conquer technique  Creation of trough - using phaco probe to create a central groove in the lens nucleus till it is deep enough to crack  A gauge of the depth is to be able to see a hint of the fundal red reflex  Phaco memory 1 setting,"Phaco probe   Second instrument - chopper, splitter, mushroom",2:01-2:26
CataractCoach™ 2107: help me go from good to great cataract surgery,2107,https://www.youtube.com/watch?v=Ovir0Fh4zZI,4B,Phacoemulsification,,,,,,,Phacoemulsification probe; Splitter; Chopper; Mushroom,,Cracking of lens nucleus into 2 halves Place two instruments deep into the groove and separate the pieces horizontally,"Phaco probe   Second instrument - chopper, splitter, mushroom",Not shown
